Strain Name	Virus Species	GenBank Accession	Sequence Length	Collection Date	Host	GenBank Host	Country	Mol Type
TN93_3-40	Human coronavirus 229E	KM077070	961	-N/A-	Human	Homo sapiens	USA	genomic RNA	
TN93_3-50	Human coronavirus 229E	KM077071	961	-N/A-	Human	Homo sapiens	USA	genomic RNA	
TN95_2-39	Human coronavirus 229E	KM077069	961	-N/A-	Human	Homo sapiens	USA	genomic RNA	
UNKNOWN-CS123973	Human coronavirus 229E	CS123973	129	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	
UNKNOWN-CS123975	Human coronavirus 229E	CS123975	145	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	
UNKNOWN-CS123977	Human coronavirus 229E	CS123977	71	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	
UNKNOWN-CS123978	Human coronavirus 229E	CS123978	134	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	
UNKNOWN-CS123980	Human coronavirus 229E	CS123980	207	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	
UNKNOWN-CS123982	Human coronavirus 229E	CS123982	207	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	
UNKNOWN-CS123984	Human coronavirus 229E	CS123984	71	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	
UNKNOWN-CS123986	Human coronavirus 229E	CS123986	107	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	
UNKNOWN-DJ009214	Human coronavirus 229E	DJ009214	129	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	
UNKNOWN-DJ009215	Human coronavirus 229E	DJ009215	145	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	
UNKNOWN-DJ009216	Human coronavirus 229E	DJ009216	71	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	
UNKNOWN-DJ009217	Human coronavirus 229E	DJ009217	134	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	
UNKNOWN-DJ009218	Human coronavirus 229E	DJ009218	207	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	
UNKNOWN-DJ009219	Human coronavirus 229E	DJ009219	207	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	
UNKNOWN-DJ009220	Human coronavirus 229E	DJ009220	71	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	
UNKNOWN-DJ009221	Human coronavirus 229E	DJ009221	107	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	
UNKNOWN-DL143785	Human coronavirus 229E	DL143785	598	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	
UNKNOWN-DL470169	Human coronavirus 229E	DL470169	40	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	
UNKNOWN-FW337968	Human coronavirus 229E	FW337968	20	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	
UNKNOWN-FW337969	Human coronavirus 229E	FW337969	20	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	
UNKNOWN-GN352053	Human coronavirus 229E	GN352053	60	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	
UNKNOWN-GN352054	Human coronavirus 229E	GN352054	60	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	
UNKNOWN-GN352055	Human coronavirus 229E	GN352055	60	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	
UNKNOWN-GN352056	Human coronavirus 229E	GN352056	60	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	
UNKNOWN-GN352057	Human coronavirus 229E	GN352057	60	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	
UNKNOWN-GN352058	Human coronavirus 229E	GN352058	60	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	
UNKNOWN-GN352059	Human coronavirus 229E	GN352059	60	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	
UNKNOWN-GN352060	Human coronavirus 229E	GN352060	60	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	
UNKNOWN-GN352061	Human coronavirus 229E	GN352061	60	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	
UNKNOWN-GN352062	Human coronavirus 229E	GN352062	60	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	
UNKNOWN-GN352063	Human coronavirus 229E	GN352063	60	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	
UNKNOWN-GN352064	Human coronavirus 229E	GN352064	60	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	
UNKNOWN-HH977460	Human coronavirus 229E	HH977460	24	-N/A-	Unknown	-N/A-	-N/A-	unassigned RNA	
UNKNOWN-HV540164	Human coronavirus 229E	HV540164	598	-N/A-	Unknown	-N/A-	-N/A-	unassigned DNA	
UNKNOWN-J04419	Human coronavirus 229E	J04419	1696	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
UNKNOWN-M33560	Human coronavirus 229E	M33560	864	-N/A-	Unknown	-N/A-	-N/A-	genomic RNA	
VS03-0099	Human coronavirus 229E	EF198674	660	2003	Unknown	-N/A-	-N/A-	genomic RNA	
1196	Human coronavirus NL63	AY563108	926	-N/A-	Unknown	-N/A-	Netherlands	genomic RNA	
3363	Human coronavirus NL63	AY563107	926	-N/A-	Unknown	-N/A-	Netherlands	genomic RNA	
057	Human coronavirus NL63	AY766010	554	-N/A-	Unknown	-N/A-	Netherlands	genomic RNA	
1014A_2008	Human coronavirus NL63	KM055607	1134	2008	Human	Homo sapiens	China	genomic RNA	
1014A_2008	Human coronavirus NL63	KM055627	2780	2008	Human	Homo sapiens	China	genomic RNA	
1014A_2008	Human coronavirus NL63	KM055632	4071	2008	Human	Homo sapiens	China	genomic RNA	
1023A_2008	Human coronavirus NL63	KM055608	1134	2008	Human	Homo sapiens	China	genomic RNA	
1023A_2008	Human coronavirus NL63	KM055628	2780	2008	Human	Homo sapiens	China	genomic RNA	
1023A_2008	Human coronavirus NL63	KM055634	4071	2008	Human	Homo sapiens	China	genomic RNA	
1093A_2008	Human coronavirus NL63	KM055609	1134	2008	Human	Homo sapiens	China	genomic RNA	
1093A_2008	Human coronavirus NL63	KM055629	2780	2008	Human	Homo sapiens	China	genomic RNA	
1093A_2008	Human coronavirus NL63	KM055635	4071	2008	Human	Homo sapiens	China	genomic RNA	
110104	Human coronavirus NL63	FJ656169	626	02/2007	Human	Homo sapiens	Sweden	genomic RNA	
110105	Human coronavirus NL63	FJ656170	624	03/2007	Human	Homo sapiens	Sweden	genomic RNA	
110122	Human coronavirus NL63	FJ656171	624	03/2007	Human	Homo sapiens	Sweden	genomic RNA	
110123	Human coronavirus NL63	FJ656172	589	03/2007	Human	Homo sapiens	Sweden	genomic RNA	
110132	Human coronavirus NL63	FJ656173	629	03/2007	Human	Homo sapiens	Sweden	genomic RNA	
110138	Human coronavirus NL63	FJ656174	626	03/2007	Human	Homo sapiens	Sweden	genomic RNA	
12MYKL0280	Human coronavirus NL63	KT359786	782	2012	Human	Homo sapiens	Malaysia	genomic RNA	
12MYKL0280	Human coronavirus NL63	KT359829	1131	2012	Human	Homo sapiens	Malaysia	genomic RNA	
12MYKL0280	Human coronavirus NL63	KT359872	1337	2012	Human	Homo sapiens	Malaysia	genomic RNA	
12MYKL0482	Human coronavirus NL63	KT359787	782	2012	Human	Homo sapiens	Malaysia	genomic RNA	
12MYKL0482	Human coronavirus NL63	KT359830	1131	2012	Human	Homo sapiens	Malaysia	genomic RNA	
12MYKL0482	Human coronavirus NL63	KT359873	1334	2012	Human	Homo sapiens	Malaysia	genomic RNA	
12MYKL0630	Human coronavirus NL63	KT359788	782	2012	Human	Homo sapiens	Malaysia	genomic RNA	
12MYKL0630	Human coronavirus NL63	KT359831	1131	2012	Human	Homo sapiens	Malaysia	genomic RNA	
12MYKL0719	Human coronavirus NL63	KT359789	782	2012	Human	Homo sapiens	Malaysia	genomic RNA	
12MYKL0719	Human coronavirus NL63	KT359832	1131	2012	Human	Homo sapiens	Malaysia	genomic RNA	
12MYKL0719	Human coronavirus NL63	KT359874	1334	2012	Human	Homo sapiens	Malaysia	genomic RNA	
12MYKL0730	Human coronavirus NL63	KT359790	782	2012	Human	Homo sapiens	Malaysia	genomic RNA	
12MYKL0730	Human coronavirus NL63	KT359833	1131	2012	Human	Homo sapiens	Malaysia	genomic RNA	
12MYKL0730	Human coronavirus NL63	KT359875	1334	2012	Human	Homo sapiens	Malaysia	genomic RNA	
12MYKL0736	Human coronavirus NL63	KT359791	782	2012	Human	Homo sapiens	Malaysia	genomic RNA	
12MYKL0736	Human coronavirus NL63	KT359834	1131	2012	Human	Homo sapiens	Malaysia	genomic RNA	
12MYKL0736	Human coronavirus NL63	KT359876	1334	2012	Human	Homo sapiens	Malaysia	genomic RNA	
12MYKL0750	Human coronavirus NL63	KT359792	782	2012	Human	Homo sapiens	Malaysia	genomic RNA	
12MYKL0750	Human coronavirus NL63	KT359835	1131	2012	Human	Homo sapiens	Malaysia	genomic RNA	
12MYKL0750	Human coronavirus NL63	KT359877	1337	2012	Human	Homo sapiens	Malaysia	genomic RNA	
12MYKL0779	Human coronavirus NL63	KT359793	782	2012	Human	Homo sapiens	Malaysia	genomic RNA	
12MYKL0779	Human coronavirus NL63	KT359836	1131	2012	Human	Homo sapiens	Malaysia	genomic RNA	
12MYKL0779	Human coronavirus NL63	KT359879	1337	2012	Human	Homo sapiens	Malaysia	genomic RNA	
12MYKL0780	Human coronavirus NL63	KT359794	782	2012	Human	Homo sapiens	Malaysia	genomic RNA	
12MYKL0780	Human coronavirus NL63	KT359837	1131	2012	Human	Homo sapiens	Malaysia	genomic RNA	
12MYKL0780	Human coronavirus NL63	KT359878	1334	2012	Human	Homo sapiens	Malaysia	genomic RNA	
12MYKL0802	Human coronavirus NL63	KT359795	782	2012	Human	Homo sapiens	Malaysia	genomic RNA	
12MYKL0802	Human coronavirus NL63	KT359838	1131	2012	Human	Homo sapiens	Malaysia	genomic RNA	
12MYKL0802	Human coronavirus NL63	KT359881	1337	2012	Human	Homo sapiens	Malaysia	genomic RNA	
12MYKL0809	Human coronavirus NL63	KT359796	782	2012	Human	Homo sapiens	Malaysia	genomic RNA	
12MYKL0809	Human coronavirus NL63	KT359839	1131	2012	Human	Homo sapiens	Malaysia	genomic RNA	
12MYKL0809	Human coronavirus NL63	KT359880	1337	2012	Human	Homo sapiens	Malaysia	genomic RNA	
12MYKL0813	Human coronavirus NL63	KT359797	782	2012	Human	Homo sapiens	Malaysia	genomic RNA	
12MYKL0813	Human coronavirus NL63	KT359840	1131	2012	Human	Homo sapiens	Malaysia	genomic RNA	
12MYKL0813	Human coronavirus NL63	KT359882	1334	2012	Human	Homo sapiens	Malaysia	genomic RNA	
12MYKL0862	Human coronavirus NL63	KT359798	782	2012	Human	Homo sapiens	Malaysia	genomic RNA	
12MYKL0862	Human coronavirus NL63	KT359841	1131	2012	Human	Homo sapiens	Malaysia	genomic RNA	
12MYKL0862	Human coronavirus NL63	KT359883	1334	2012	Human	Homo sapiens	Malaysia	genomic RNA	
12MYKL0863	Human coronavirus NL63	KT359799	782	2012	Human	Homo sapiens	Malaysia	genomic RNA	
12MYKL0863	Human coronavirus NL63	KT359842	1131	2012	Human	Homo sapiens	Malaysia	genomic RNA	
12MYKL0863	Human coronavirus NL63	KT359884	1334	2012	Human	Homo sapiens	Malaysia	genomic RNA	
12MYKL0865	Human coronavirus NL63	KT359800	782	2012	Human	Homo sapiens	Malaysia	genomic RNA	
12MYKL0865	Human coronavirus NL63	KT359843	1131	2012	Human	Homo sapiens	Malaysia	genomic RNA	
12MYKL0865	Human coronavirus NL63	KT359885	1334	2012	Human	Homo sapiens	Malaysia	genomic RNA	
12MYKL0880	Human coronavirus NL63	KT359801	782	2012	Human	Homo sapiens	Malaysia	genomic RNA	
12MYKL0880	Human coronavirus NL63	KT359844	1131	2012	Human	Homo sapiens	Malaysia	genomic RNA	
12MYKL0880	Human coronavirus NL63	KT359886	1334	2012	Human	Homo sapiens	Malaysia	genomic RNA	
12MYKL0903	Human coronavirus NL63	KT359802	782	2012	Human	Homo sapiens	Malaysia	genomic RNA	
12MYKL0903	Human coronavirus NL63	KT359845	1131	2012	Human	Homo sapiens	Malaysia	genomic RNA	
12MYKL0903	Human coronavirus NL63	KT359887	1334	2012	Human	Homo sapiens	Malaysia	genomic RNA	
12MYKL0943	Human coronavirus NL63	KT359803	782	2012	Human	Homo sapiens	Malaysia	genomic RNA	
12MYKL0943	Human coronavirus NL63	KT359846	1131	2012	Human	Homo sapiens	Malaysia	genomic RNA	
12MYKL0943	Human coronavirus NL63	KT359888	1337	2012	Human	Homo sapiens	Malaysia	genomic RNA	
12MYKL0964	Human coronavirus NL63	KT359804	782	2012	Human	Homo sapiens	Malaysia	genomic RNA	
12MYKL0964	Human coronavirus NL63	KT359847	1131	2012	Human	Homo sapiens	Malaysia	genomic RNA	
12MYKL0964	Human coronavirus NL63	KT359889	1334	2012	Human	Homo sapiens	Malaysia	genomic RNA	
12MYKL0967	Human coronavirus NL63	KT359805	782	2012	Human	Homo sapiens	Malaysia	genomic RNA	
12MYKL0967	Human coronavirus NL63	KT359848	1131	2012	Human	Homo sapiens	Malaysia	genomic RNA	
12MYKL0967	Human coronavirus NL63	KT359890	1334	2012	Human	Homo sapiens	Malaysia	genomic RNA	
12MYKL1002	Human coronavirus NL63	KT359806	782	2012	Human	Homo sapiens	Malaysia	genomic RNA	
12MYKL1002	Human coronavirus NL63	KT359849	1131	2012	Human	Homo sapiens	Malaysia	genomic RNA	
12MYKL1002	Human coronavirus NL63	KT359891	1334	2012	Human	Homo sapiens	Malaysia	genomic RNA	
12MYKL1007	Human coronavirus NL63	KT359807	782	2012	Human	Homo sapiens	Malaysia	genomic RNA	
12MYKL1007	Human coronavirus NL63	KT359850	1131	2012	Human	Homo sapiens	Malaysia	genomic RNA	
12MYKL1007	Human coronavirus NL63	KT359892	1334	2012	Human	Homo sapiens	Malaysia	genomic RNA	
12MYKL1013	Human coronavirus NL63	KT359808	782	2012	Human	Homo sapiens	Malaysia	genomic RNA	
12MYKL1013	Human coronavirus NL63	KT359851	1131	2012	Human	Homo sapiens	Malaysia	genomic RNA	
12MYKL1013	Human coronavirus NL63	KT359893	1337	2012	Human	Homo sapiens	Malaysia	genomic RNA	
12MYKL1055	Human coronavirus NL63	KT359809	782	2012	Human	Homo sapiens	Malaysia	genomic RNA	
12MYKL1055	Human coronavirus NL63	KT359852	1131	2012	Human	Homo sapiens	Malaysia	genomic RNA	
12MYKL1055	Human coronavirus NL63	KT359894	1334	2012	Human	Homo sapiens	Malaysia	genomic RNA	
12MYKL1064	Human coronavirus NL63	KT359810	782	2012	Human	Homo sapiens	Malaysia	genomic RNA	
12MYKL1064	Human coronavirus NL63	KT359853	1131	2012	Human	Homo sapiens	Malaysia	genomic RNA	
12MYKL1064	Human coronavirus NL63	KT359895	1337	2012	Human	Homo sapiens	Malaysia	genomic RNA	
12MYKL1079	Human coronavirus NL63	KT359811	782	2012	Human	Homo sapiens	Malaysia	genomic RNA	
12MYKL1079	Human coronavirus NL63	KT359854	1131	2012	Human	Homo sapiens	Malaysia	genomic RNA	
12MYKL1079	Human coronavirus NL63	KT359896	1337	2012	Human	Homo sapiens	Malaysia	genomic RNA	
12MYKL1088	Human coronavirus NL63	KT359812	782	2012	Human	Homo sapiens	Malaysia	genomic RNA	
12MYKL1088	Human coronavirus NL63	KT359855	1131	2012	Human	Homo sapiens	Malaysia	genomic RNA	
12MYKL1088	Human coronavirus NL63	KT359897	1334	2012	Human	Homo sapiens	Malaysia	genomic RNA	
12MYKL1089	Human coronavirus NL63	KT359813	782	2012	Human	Homo sapiens	Malaysia	genomic RNA	
12MYKL1089	Human coronavirus NL63	KT359856	1131	2012	Human	Homo sapiens	Malaysia	genomic RNA	
12MYKL1089	Human coronavirus NL63	KT359898	1334	2012	Human	Homo sapiens	Malaysia	genomic RNA	
12MYKL1193	Human coronavirus NL63	KT359814	782	2012	Human	Homo sapiens	Malaysia	genomic RNA	
12MYKL1193	Human coronavirus NL63	KT359857	1131	2012	Human	Homo sapiens	Malaysia	genomic RNA	
12MYKL1193	Human coronavirus NL63	KT359899	1334	2012	Human	Homo sapiens	Malaysia	genomic RNA	
12MYKL1195	Human coronavirus NL63	KT359815	782	2012	Human	Homo sapiens	Malaysia	genomic RNA	
12MYKL1195	Human coronavirus NL63	KT359858	1131	2012	Human	Homo sapiens	Malaysia	genomic RNA	
12MYKL1195	Human coronavirus NL63	KT359900	1337	2012	Human	Homo sapiens	Malaysia	genomic RNA	
12MYKL1197	Human coronavirus NL63	KT359816	782	2012	Human	Homo sapiens	Malaysia	genomic RNA	
12MYKL1197	Human coronavirus NL63	KT359859	1131	2012	Human	Homo sapiens	Malaysia	genomic RNA	
12MYKL1197	Human coronavirus NL63	KT359901	1334	2012	Human	Homo sapiens	Malaysia	genomic RNA	
12MYKL1229	Human coronavirus NL63	KT359817	782	2012	Human	Homo sapiens	Malaysia	genomic RNA	
12MYKL1229	Human coronavirus NL63	KT359860	1131	2012	Human	Homo sapiens	Malaysia	genomic RNA	
12MYKL1229	Human coronavirus NL63	KT359902	1334	2012	Human	Homo sapiens	Malaysia	genomic RNA	
12MYKL1238	Human coronavirus NL63	KT359818	782	2012	Human	Homo sapiens	Malaysia	genomic RNA	
12MYKL1238	Human coronavirus NL63	KT359861	1131	2012	Human	Homo sapiens	Malaysia	genomic RNA	
12MYKL1238	Human coronavirus NL63	KT359903	1334	2012	Human	Homo sapiens	Malaysia	genomic RNA	
12MYKL1253	Human coronavirus NL63	KT359819	782	2012	Human	Homo sapiens	Malaysia	genomic RNA	
12MYKL1253	Human coronavirus NL63	KT359862	1131	2012	Human	Homo sapiens	Malaysia	genomic RNA	
12MYKL1253	Human coronavirus NL63	KT359905	1337	2012	Human	Homo sapiens	Malaysia	genomic RNA	
12MYKL1288	Human coronavirus NL63	KT359820	782	2012	Human	Homo sapiens	Malaysia	genomic RNA	
12MYKL1288	Human coronavirus NL63	KT359863	1131	2012	Human	Homo sapiens	Malaysia	genomic RNA	
12MYKL1288	Human coronavirus NL63	KT359904	1334	2012	Human	Homo sapiens	Malaysia	genomic RNA	
12MYKL1336	Human coronavirus NL63	KT359821	782	2012	Human	Homo sapiens	Malaysia	genomic RNA	
12MYKL1336	Human coronavirus NL63	KT359864	1131	2012	Human	Homo sapiens	Malaysia	genomic RNA	
12MYKL1336	Human coronavirus NL63	KT359906	1337	2012	Human	Homo sapiens	Malaysia	genomic RNA	
12MYKL1337	Human coronavirus NL63	KT359822	782	2012	Human	Homo sapiens	Malaysia	genomic RNA	
12MYKL1337	Human coronavirus NL63	KT359865	1131	2012	Human	Homo sapiens	Malaysia	genomic RNA	
12MYKL1337	Human coronavirus NL63	KT359907	1337	2012	Human	Homo sapiens	Malaysia	genomic RNA	
12MYKL1350	Human coronavirus NL63	KT359823	782	2012	Human	Homo sapiens	Malaysia	genomic RNA	
12MYKL1350	Human coronavirus NL63	KT359866	1131	2012	Human	Homo sapiens	Malaysia	genomic RNA	
12MYKL1350	Human coronavirus NL63	KT359908	1337	2012	Human	Homo sapiens	Malaysia	genomic RNA	
12MYKL1528	Human coronavirus NL63	KT359824	782	2012	Human	Homo sapiens	Malaysia	genomic RNA	
12MYKL1528	Human coronavirus NL63	KT359867	1131	2012	Human	Homo sapiens	Malaysia	genomic RNA	
12MYKL1528	Human coronavirus NL63	KT359909	1334	2012	Human	Homo sapiens	Malaysia	genomic RNA	
13MYKL1791	Human coronavirus NL63	KT359825	782	2013	Human	Homo sapiens	Malaysia	genomic RNA	
13MYKL1791	Human coronavirus NL63	KT359868	1131	2013	Human	Homo sapiens	Malaysia	genomic RNA	
13MYKL1791	Human coronavirus NL63	KT359910	1334	2013	Human	Homo sapiens	Malaysia	genomic RNA	
13MYKL1797	Human coronavirus NL63	KT359826	782	2013	Human	Homo sapiens	Malaysia	genomic RNA	
13MYKL1797	Human coronavirus NL63	KT359869	1131	2013	Human	Homo sapiens	Malaysia	genomic RNA	
13MYKL1797	Human coronavirus NL63	KT359911	1334	2013	Human	Homo sapiens	Malaysia	genomic RNA	
13MYKL1870	Human coronavirus NL63	KT359827	782	2013	Human	Homo sapiens	Malaysia	genomic RNA	
13MYKL1870	Human coronavirus NL63	KT359870	1131	2013	Human	Homo sapiens	Malaysia	genomic RNA	
13MYKL1870	Human coronavirus NL63	KT359912	1337	2013	Human	Homo sapiens	Malaysia	genomic RNA	
13MYKL2005	Human coronavirus NL63	KT359828	782	2013	Human	Homo sapiens	Malaysia	genomic RNA	
13MYKL2005	Human coronavirus NL63	KT359871	1131	2013	Human	Homo sapiens	Malaysia	genomic RNA	
13MYKL2005	Human coronavirus NL63	KT359913	1337	2013	Human	Homo sapiens	Malaysia	genomic RNA	
180A_2007	Human coronavirus NL63	KM055591	1134	2007	Human	Homo sapiens	China	genomic RNA	
180A_2007	Human coronavirus NL63	KM055612	2780	2007	Human	Homo sapiens	China	genomic RNA	
180A_2007	Human coronavirus NL63	KM055638	4071	2007	Human	Homo sapiens	China	genomic RNA	
188A_2007	Human coronavirus NL63	KM055592	1134	2007	Human	Homo sapiens	China	genomic RNA	
188A_2007	Human coronavirus NL63	KM055613	2780	2007	Human	Homo sapiens	China	genomic RNA	
188A_2007	Human coronavirus NL63	KM055647	4071	2007	Human	Homo sapiens	China	genomic RNA	
197A_2007	Human coronavirus NL63	KM055593	1134	2007	Human	Homo sapiens	China	genomic RNA	
197A_2007	Human coronavirus NL63	KM055614	2780	2007	Human	Homo sapiens	China	genomic RNA	
197A_2007	Human coronavirus NL63	KM055639	4071	2007	Human	Homo sapiens	China	genomic RNA	
2093A_2010	Human coronavirus NL63	KM055610	1134	2010	Human	Homo sapiens	China	genomic RNA	
2093A_2010	Human coronavirus NL63	KM055631	2780	2010	Human	Homo sapiens	China	genomic RNA	
2093A_2010	Human coronavirus NL63	KM055633	4071	2010	Human	Homo sapiens	China	genomic RNA	
212	Human coronavirus NL63	AY766009	557	-N/A-	Unknown	-N/A-	Netherlands	genomic RNA	
223	Human coronavirus NL63	AY766006	557	-N/A-	Unknown	-N/A-	Netherlands	genomic RNA	
22465030	Human coronavirus NL63	AY994245	476	-N/A-	Unknown	-N/A-	France	genomic RNA	
22495046	Human coronavirus NL63	AY994246	476	-N/A-	Unknown	-N/A-	France	genomic RNA	
225A_2007	Human coronavirus NL63	KM055594	1134	2007	Human	Homo sapiens	China	genomic RNA	
225A_2007	Human coronavirus NL63	KM055615	2780	2007	Human	Homo sapiens	China	genomic RNA	
225A_2007	Human coronavirus NL63	KM055640	4071	2007	Human	Homo sapiens	China	genomic RNA	
23034101	Human coronavirus NL63	AY994247	476	-N/A-	Unknown	-N/A-	France	genomic RNA	
23041073	Human coronavirus NL63	AY994248	476	-N/A-	Unknown	-N/A-	France	genomic RNA	
23064062	Human coronavirus NL63	AY994249	476	-N/A-	Unknown	-N/A-	France	genomic RNA	
23071106	Human coronavirus NL63	AY994250	476	-N/A-	Unknown	-N/A-	France	genomic RNA	
23074082	Human coronavirus NL63	AY994251	476	-N/A-	Unknown	-N/A-	France	genomic RNA	
23081087	Human coronavirus NL63	AY994252	476	-N/A-	Unknown	-N/A-	France	genomic RNA	
23081088	Human coronavirus NL63	AY994253	476	-N/A-	Unknown	-N/A-	France	genomic RNA	
23086017	Human coronavirus NL63	AY994254	476	-N/A-	Unknown	-N/A-	France	genomic RNA	
23104023	Human coronavirus NL63	AY994243	476	-N/A-	Unknown	-N/A-	France	genomic RNA	
23104093	Human coronavirus NL63	AY994244	476	-N/A-	Unknown	-N/A-	France	genomic RNA	
236A_2007	Human coronavirus NL63	KM055595	1134	2007	Human	Homo sapiens	China	genomic RNA	
236A_2007	Human coronavirus NL63	KM055616	2780	2007	Human	Homo sapiens	China	genomic RNA	
236A_2007	Human coronavirus NL63	KM055641	4071	2007	Human	Homo sapiens	China	genomic RNA	
246	Human coronavirus NL63	AY766007	557	-N/A-	Unknown	-N/A-	Netherlands	genomic RNA	
277A_2007	Human coronavirus NL63	KM055596	1134	2007	Human	Homo sapiens	China	genomic RNA	
277A_2007	Human coronavirus NL63	KM055617	2780	2007	Human	Homo sapiens	China	genomic RNA	
277A_2007	Human coronavirus NL63	KM055642	4071	2007	Human	Homo sapiens	China	genomic RNA	
37201	Human coronavirus NL63	FJ656153	486	02/2006	Human	Homo sapiens	Sweden	genomic RNA	
37214	Human coronavirus NL63	FJ656154	468	03/2006	Human	Homo sapiens	Sweden	genomic RNA	
37261	Human coronavirus NL63	FJ656155	487	03/2006	Human	Homo sapiens	Sweden	genomic RNA	
37300	Human coronavirus NL63	FJ656156	468	03/2006	Human	Homo sapiens	Sweden	genomic RNA	
374A_2007	Human coronavirus NL63	KM055597	1134	2007	Human	Homo sapiens	China	genomic RNA	
374A_2007	Human coronavirus NL63	KM055618	2780	2007	Human	Homo sapiens	China	genomic RNA	
374A_2007	Human coronavirus NL63	KM055644	4071	2007	Human	Homo sapiens	China	genomic RNA	
41620	Human coronavirus NL63	FJ656157	597	02/2007	Human	Homo sapiens	Sweden	genomic RNA	
41633	Human coronavirus NL63	FJ656158	629	02/2007	Human	Homo sapiens	Sweden	genomic RNA	
41645	Human coronavirus NL63	FJ656159	624	02/2007	Human	Homo sapiens	Sweden	genomic RNA	
41687	Human coronavirus NL63	FJ656160	624	03/2007	Human	Homo sapiens	Sweden	genomic RNA	
41836	Human coronavirus NL63	FJ656161	641	03/2007	Human	Homo sapiens	Sweden	genomic RNA	
41898	Human coronavirus NL63	FJ656162	624	03/2007	Human	Homo sapiens	Sweden	genomic RNA	
41946	Human coronavirus NL63	FJ656163	620	03/2007	Human	Homo sapiens	Sweden	genomic RNA	
41988	Human coronavirus NL63	FJ656164	624	03/2007	Human	Homo sapiens	Sweden	genomic RNA	
42073	Human coronavirus NL63	FJ656165	624	04/2007	Human	Homo sapiens	Sweden	genomic RNA	
42174	Human coronavirus NL63	FJ656166	641	04/2007	Human	Homo sapiens	Sweden	genomic RNA	
42234	Human coronavirus NL63	FJ656167	587	05/2007	Human	Homo sapiens	Sweden	genomic RNA	
496	Human coronavirus NL63	AY766008	554	-N/A-	Unknown	-N/A-	Netherlands	genomic RNA	
72	Human coronavirus NL63	AY766005	557	-N/A-	Unknown	-N/A-	Netherlands	genomic RNA	
909A_2008	Human coronavirus NL63	KM055598	1134	2008	Human	Homo sapiens	China	genomic RNA	
909A_2008	Human coronavirus NL63	KM055619	2780	2008	Human	Homo sapiens	China	genomic RNA	
909A_2008	Human coronavirus NL63	KM055645	4071	2008	Human	Homo sapiens	China	genomic RNA	
930A_2008	Human coronavirus NL63	KM055599	1134	2008	Human	Homo sapiens	China	genomic RNA	
930A_2008	Human coronavirus NL63	KM055620	2780	2008	Human	Homo sapiens	China	genomic RNA	
930A_2008	Human coronavirus NL63	KM055650	4071	2008	Human	Homo sapiens	China	genomic RNA	
940A_2008	Human coronavirus NL63	KM055600	1134	2008	Human	Homo sapiens	China	genomic RNA	
940A_2008	Human coronavirus NL63	KM055621	2780	2008	Human	Homo sapiens	China	genomic RNA	
940A_2008	Human coronavirus NL63	KM055636	4071	2008	Human	Homo sapiens	China	genomic RNA	
945A_2008	Human coronavirus NL63	KM055601	1134	2008	Human	Homo sapiens	China	genomic RNA	
945A_2008	Human coronavirus NL63	KM055622	2780	2008	Human	Homo sapiens	China	genomic RNA	
945A_2008	Human coronavirus NL63	KM055637	4071	2008	Human	Homo sapiens	China	genomic RNA	
95343	Human coronavirus NL63	FJ656168	636	12/2006	Human	Homo sapiens	Sweden	genomic RNA	
954A_2008	Human coronavirus NL63	KM055602	1134	2008	Human	Homo sapiens	China	genomic RNA	
954A_2008	Human coronavirus NL63	KM055623	2780	2008	Human	Homo sapiens	China	genomic RNA	
