Strain Name	Virus Species	GenBank Accession	Sequence Length	Collection Date	Host	GenBank Host	Country	Mol Type
BJ243	Betacoronavirus 1	KM676113	360	05/2014	Human	Homo sapiens	China	genomic RNA	
BJ248	Betacoronavirus 1	KM676114	360	05/2014	Human	Homo sapiens	China	genomic RNA	
BJ266	Betacoronavirus 1	KM676115	360	05/2014	Human	Homo sapiens	China	genomic RNA	
BJ276	Betacoronavirus 1	KM676116	360	05/2014	Human	Homo sapiens	China	genomic RNA	
BJ277	Betacoronavirus 1	KM676117	360	05/2014	Human	Homo sapiens	China	genomic RNA	
BJ279	Betacoronavirus 1	KM676118	360	05/2014	Human	Homo sapiens	China	genomic RNA	
BJ282	Betacoronavirus 1	KM676119	360	05/2014	Human	Homo sapiens	China	genomic RNA	
BJ287	Betacoronavirus 1	KM676120	360	05/2014	Human	Homo sapiens	China	genomic RNA	
BJ288	Betacoronavirus 1	KM676121	360	05/2014	Human	Homo sapiens	China	genomic RNA	
BJ330	Betacoronavirus 1	KM676122	360	05/2014	Human	Homo sapiens	China	genomic RNA	
BJ332	Betacoronavirus 1	KM676123	360	05/2014	Human	Homo sapiens	China	genomic RNA	
BJ333	Betacoronavirus 1	KM676124	360	05/2014	Human	Homo sapiens	China	genomic RNA	
BJ336	Betacoronavirus 1	KM676125	360	05/2014	Human	Homo sapiens	China	genomic RNA	
BJ360	Betacoronavirus 1	KM676126	360	05/2014	Human	Homo sapiens	China	genomic RNA	
BJ361	Betacoronavirus 1	KM676127	360	05/2014	Human	Homo sapiens	China	genomic RNA	
BJ364	Betacoronavirus 1	KM676131	360	05/2014	Human	Homo sapiens	China	genomic RNA	
BJ369	Betacoronavirus 1	KM676128	360	05/2014	Human	Homo sapiens	China	genomic RNA	
BJ381	Betacoronavirus 1	KM676129	360	05/2014	Human	Homo sapiens	China	genomic RNA	
BJ385	Betacoronavirus 1	KM676132	360	05/2014	Human	Homo sapiens	China	genomic RNA	
BJET20	Betacoronavirus 1	KP128900	672	09/2010	Human	Homo sapiens	China	genomic RNA	
BJET266	Betacoronavirus 1	KP128902	672	09/2010	Human	Homo sapiens	China	genomic RNA	
BJET276	Betacoronavirus 1	KP128903	672	09/2010	Human	Homo sapiens	China	genomic RNA	
BJET290	Betacoronavirus 1	KP128904	672	09/2010	Human	Homo sapiens	China	genomic RNA	
BJET295	Betacoronavirus 1	KP128905	672	09/2010	Human	Homo sapiens	China	genomic RNA	
BJET298	Betacoronavirus 1	KP128906	672	09/2010	Human	Homo sapiens	China	genomic RNA	
BJET305	Betacoronavirus 1	KP128907	672	09/2010	Human	Homo sapiens	China	genomic RNA	
BJET306	Betacoronavirus 1	KP128908	672	09/2010	Human	Homo sapiens	China	genomic RNA	
BJET308	Betacoronavirus 1	KP128909	672	09/2010	Human	Homo sapiens	China	genomic RNA	
BJET310	Betacoronavirus 1	KP128910	672	09/2010	Human	Homo sapiens	China	genomic RNA	
BJET314	Betacoronavirus 1	KP128911	672	09/2010	Human	Homo sapiens	China	genomic RNA	
BJET325	Betacoronavirus 1	KP128912	672	09/2010	Human	Homo sapiens	China	genomic RNA	
BJET332	Betacoronavirus 1	KP128913	672	09/2010	Human	Homo sapiens	China	genomic RNA	
BJET341	Betacoronavirus 1	KP128899	444	09/2010	Human	Homo sapiens	China	genomic RNA	
BJET360	Betacoronavirus 1	KP128914	672	09/2010	Human	Homo sapiens	China	genomic RNA	
BJET373	Betacoronavirus 1	KP128915	672	09/2010	Human	Homo sapiens	China	genomic RNA	
BJET78	Betacoronavirus 1	KP128901	672	09/2010	Human	Homo sapiens	China	genomic RNA	
Caen241	Betacoronavirus 1	EF507732	326	2005	Unknown	-N/A-	-N/A-	genomic RNA	
Caen314	Betacoronavirus 1	EF507733	323	2005	Unknown	-N/A-	-N/A-	genomic RNA	
Caen472	Betacoronavirus 1	EF507734	323	2005	Unknown	-N/A-	-N/A-	genomic RNA	
Caen503	Betacoronavirus 1	EF507735	323	2005	Unknown	-N/A-	-N/A-	genomic RNA	
Caen516	Betacoronavirus 1	EF507736	323	2005	Unknown	-N/A-	-N/A-	genomic RNA	
Caen524	Betacoronavirus 1	EF507737	323	2005	Unknown	-N/A-	-N/A-	genomic RNA	
Caen531	Betacoronavirus 1	EF507738	323	2005	Unknown	-N/A-	-N/A-	genomic RNA	
Caen536	Betacoronavirus 1	EF507739	323	2005	Unknown	-N/A-	-N/A-	genomic RNA	
Caen552	Betacoronavirus 1	EF507740	323	2005	Unknown	-N/A-	-N/A-	genomic RNA	
Caen554	Betacoronavirus 1	EF507741	323	2005	Unknown	-N/A-	-N/A-	genomic RNA	
Caen609	Betacoronavirus 1	EF507742	323	2005	Unknown	-N/A-	-N/A-	genomic RNA	
Caen626	Betacoronavirus 1	EF507743	323	2005	Unknown	-N/A-	-N/A-	genomic RNA	
Caen743	Betacoronavirus 1	EF507744	323	2005	Unknown	-N/A-	-N/A-	genomic RNA	
CaenBEL	Betacoronavirus 1	DQ355403	2650	-N/A-	Unknown	-N/A-	France	mRNA	
CaenBUT	Betacoronavirus 1	DQ355407	2650	-N/A-	Unknown	-N/A-	France	mRNA	
CaenEYM	Betacoronavirus 1	DQ355405	2656	-N/A-	Unknown	-N/A-	France	mRNA	
CaenTHS	Betacoronavirus 1	DQ355402	2653	-N/A-	Unknown	-N/A-	France	mRNA	
CaenVAC	Betacoronavirus 1	DQ355408	2650	-N/A-	Unknown	-N/A-	France	mRNA	
CaenVAL	Betacoronavirus 1	DQ355404	2635	-N/A-	Unknown	-N/A-	France	mRNA	
CaenVUO	Betacoronavirus 1	DQ355406	2656	-N/A-	Unknown	-N/A-	France	mRNA	
CBJET302	Betacoronavirus 1	KP113656	627	09/2010	Human	Homo sapiens	China	genomic RNA	
CBJET303	Betacoronavirus 1	KP113657	444	09/2010	Human	Homo sapiens	China	genomic RNA	
CC-23	Betacoronavirus 1	MG197714	30551	07/13/2015	Unknown	-N/A-	China	genomic RNA	
China/Beijing/2009/124-1	Betacoronavirus 1	KR607987	681	2009	Human	Homo sapiens	China	genomic RNA	
China/Beijing/2009/124-2	Betacoronavirus 1	KR607986	681	2009	Human	Homo sapiens	China	genomic RNA	
China/Beijing/2009/124-3	Betacoronavirus 1	KR607985	681	2009	Human	Homo sapiens	China	genomic RNA	
China/Beijing/2009/124-4	Betacoronavirus 1	KR607988	681	2009	Human	Homo sapiens	China	genomic RNA	
China/Beijing/2009/124-5	Betacoronavirus 1	KR607989	681	2009	Human	Homo sapiens	China	genomic RNA	
CU-H1145/2009	Betacoronavirus 1	JX513229	606	12/24/2009	Human	Homo sapiens	Thailand	genomic RNA	
CU-H1184/2009	Betacoronavirus 1	JX513230	606	12/30/2009	Human	Homo sapiens	Thailand	genomic RNA	
CU-H1184/2009	Betacoronavirus 1	JX513259	884	12/30/2009	Human	Homo sapiens	Thailand	genomic RNA	
CU-H1187/2010	Betacoronavirus 1	JX513231	606	01/05/2010	Human	Homo sapiens	Thailand	genomic RNA	
CU-H1187/2010	Betacoronavirus 1	JX513260	2801	01/05/2010	Human	Homo sapiens	Thailand	genomic RNA	
CU-H1236/2010	Betacoronavirus 1	JX513232	577	01/14/2010	Human	Homo sapiens	Thailand	genomic RNA	
CU-H1243/2010	Betacoronavirus 1	JX513233	606	01/14/2010	Human	Homo sapiens	Thailand	genomic RNA	
CU-H1286/2010	Betacoronavirus 1	JX513234	606	01/21/2010	Human	Homo sapiens	Thailand	genomic RNA	
CU-H1367/2010	Betacoronavirus 1	JX513235	606	01/28/2010	Human	Homo sapiens	Thailand	genomic RNA	
CU-H1367/2010	Betacoronavirus 1	JX513261	2799	01/28/2010	Human	Homo sapiens	Thailand	genomic RNA	
CU-H1444/2010	Betacoronavirus 1	JX513236	606	02/04/2010	Human	Homo sapiens	Thailand	genomic RNA	
CU-H1444/2010	Betacoronavirus 1	JX513262	2789	02/04/2010	Human	Homo sapiens	Thailand	genomic RNA	
CU-H1452/2010	Betacoronavirus 1	JX513237	606	02/04/2010	Human	Homo sapiens	Thailand	genomic RNA	
CU-H1452/2010	Betacoronavirus 1	JX513263	894	02/04/2010	Human	Homo sapiens	Thailand	genomic RNA	
CU-H1513/2010	Betacoronavirus 1	JX513238	606	02/11/2010	Human	Homo sapiens	Thailand	genomic RNA	
CU-H1513/2010	Betacoronavirus 1	JX513264	895	02/11/2010	Human	Homo sapiens	Thailand	genomic RNA	
CU-H1588/2010	Betacoronavirus 1	JX513239	606	02/18/2010	Human	Homo sapiens	Thailand	genomic RNA	
CU-H1591/2010	Betacoronavirus 1	JX513240	606	02/18/2010	Human	Homo sapiens	Thailand	genomic RNA	
CU-H1591/2010	Betacoronavirus 1	JX513265	892	02/18/2010	Human	Homo sapiens	Thailand	genomic RNA	
CU-H1597/2010	Betacoronavirus 1	JX513241	606	02/18/2010	Human	Homo sapiens	Thailand	genomic RNA	
CU-H1597/2010	Betacoronavirus 1	JX513266	897	02/18/2010	Human	Homo sapiens	Thailand	genomic RNA	
CU-H1768/2010	Betacoronavirus 1	JX513242	605	03/18/2010	Human	Homo sapiens	Thailand	genomic RNA	
CU-H1768/2010	Betacoronavirus 1	JX513267	890	03/18/2010	Human	Homo sapiens	Thailand	genomic RNA	
CU-H1772/2010	Betacoronavirus 1	JX513243	579	03/18/2010	Human	Homo sapiens	Thailand	genomic RNA	
CU-H1772/2010	Betacoronavirus 1	JX513268	2799	03/18/2010	Human	Homo sapiens	Thailand	genomic RNA	
CU-H1876/2010	Betacoronavirus 1	JX513244	605	04/22/2010	Human	Homo sapiens	Thailand	genomic RNA	
CU-H708/2009	Betacoronavirus 1	JX513224	606	09/24/2009	Human	Homo sapiens	Thailand	genomic RNA	
CU-H760/2009	Betacoronavirus 1	JX513225	606	10/08/2009	Human	Homo sapiens	Thailand	genomic RNA	
CU-H760/2009	Betacoronavirus 1	JX513256	882	10/08/2009	Human	Homo sapiens	Thailand	genomic RNA	
CU-H887/2009	Betacoronavirus 1	JX513226	605	11/05/2009	Human	Homo sapiens	Thailand	genomic RNA	
CU-H887/2009	Betacoronavirus 1	JX513257	880	11/05/2009	Human	Homo sapiens	Thailand	genomic RNA	
CU-H921/2009	Betacoronavirus 1	JX513227	606	11/12/2009	Human	Homo sapiens	Thailand	genomic RNA	
CU-H967/2009	Betacoronavirus 1	JX513228	606	11/19/2009	Human	Homo sapiens	Thailand	genomic RNA	
CU-H967/2009	Betacoronavirus 1	JX513258	2789	11/19/2009	Human	Homo sapiens	Thailand	genomic RNA	
GR12/06; GRE 12A/06	Betacoronavirus 1	EF394299	419	-N/A-	Human	Homo sapiens	Greece	genomic RNA	
GR185/04; GRE 185/04	Betacoronavirus 1	EF394298	419	-N/A-	Unknown	-N/A-	Greece	genomic RNA	
guangzhou/2013/01	Betacoronavirus 1	KX447776	2455	-N/A-	Human	Homo sapiens	China	genomic RNA	
guangzhou/2013/02	Betacoronavirus 1	KX447777	2455	-N/A-	Human	Homo sapiens	China	genomic RNA	
guangzhou/2013/08	Betacoronavirus 1	KX447783	2470	-N/A-	Human	Homo sapiens	China	genomic RNA	
guangzhou/2013/09	Betacoronavirus 1	KX447784	2455	-N/A-	Human	Homo sapiens	China	genomic RNA	
guangzhou/2013/10	Betacoronavirus 1	KX447785	2455	-N/A-	Human	Homo sapiens	China	genomic RNA	
guangzhou/2013/11	Betacoronavirus 1	KX447786	2455	-N/A-	Human	Homo sapiens	China	genomic RNA	
guangzhou/2013/12	Betacoronavirus 1	KX447787	2455	-N/A-	Human	Homo sapiens	China	genomic RNA	
guangzhou/2013/14	Betacoronavirus 1	KX447789	2455	-N/A-	Human	Homo sapiens	China	genomic RNA	
guangzhou/2013/15	Betacoronavirus 1	KX447790	2455	-N/A-	Human	Homo sapiens	China	genomic RNA	
guangzhou/2014/03	Betacoronavirus 1	KX447778	2470	-N/A-	Human	Homo sapiens	China	genomic RNA	
guangzhou/2014/04	Betacoronavirus 1	KX447779	2455	-N/A-	Human	Homo sapiens	China	genomic RNA	
guangzhou/2014/05	Betacoronavirus 1	KX447780	2454	-N/A-	Human	Homo sapiens	China	genomic RNA	
guangzhou/2014/06	Betacoronavirus 1	KX447781	2455	-N/A-	Human	Homo sapiens	China	genomic RNA	
guangzhou/2014/07	Betacoronavirus 1	KX447782	2470	-N/A-	Human	Homo sapiens	China	genomic RNA	
guangzhou/2014/13	Betacoronavirus 1	KX447788	2455	-N/A-	Human	Homo sapiens	China	genomic RNA	
GZYF-26	Betacoronavirus 1	MG197715	30530	05/21/2015	Unknown	-N/A-	China	genomic RNA	
HB14018d7/2014	Betacoronavirus 1	KU745547	4077	2014	Human	Homo sapiens	China	genomic RNA	
HB14018d7/2014	Betacoronavirus 1	KU745563	2783	2014	Human	Homo sapiens	China	genomic RNA	
HB14018d7/2014	Betacoronavirus 1	KU745579	1347	2014	Human	Homo sapiens	China	genomic RNA	
HCoV-OC43/FRA_EPI/Caen/1967/VR759	Betacoronavirus 1	KF963197	1347	1967	Human	Homo sapiens	France	genomic RNA	
HCoV-OC43/FRA_EPI/Caen/1967/VR759	Betacoronavirus 1	KF963213	2783	1967	Human	Homo sapiens	France	genomic RNA	
HCoV-OC43/FRA_EPI/Caen/1967/VR759	Betacoronavirus 1	KF963229	4062	1967	Human	Homo sapiens	France	genomic RNA	
HCoV-OC43/FRA_EPI/Caen/2001/01	Betacoronavirus 1	KF963198	1347	02/20/2001	Human	Homo sapiens	France	genomic RNA	
HCoV-OC43/FRA_EPI/Caen/2001/01	Betacoronavirus 1	KF963214	2783	02/20/2001	Human	Homo sapiens	France	genomic RNA	
HCoV-OC43/FRA_EPI/Caen/2001/01	Betacoronavirus 1	KF963230	4071	02/20/2001	Human	Homo sapiens	France	genomic RNA	
HCoV-OC43/FRA_EPI/Caen/2001/02	Betacoronavirus 1	KF963199	1347	02/07/2001	Human	Homo sapiens	France	genomic RNA	
HCoV-OC43/FRA_EPI/Caen/2001/02	Betacoronavirus 1	KF963215	2783	02/07/2001	Human	Homo sapiens	France	genomic RNA	
HCoV-OC43/FRA_EPI/Caen/2001/02	Betacoronavirus 1	KF963231	4086	02/07/2001	Human	Homo sapiens	France	genomic RNA	
HCoV-OC43/FRA_EPI/Caen/2002/03	Betacoronavirus 1	KF963200	1347	03/12/2002	Human	Homo sapiens	France	genomic RNA	
HCoV-OC43/FRA_EPI/Caen/2002/03	Betacoronavirus 1	KF963216	2783	03/12/2002	Human	Homo sapiens	France	genomic RNA	
HCoV-OC43/FRA_EPI/Caen/2002/03	Betacoronavirus 1	KF963232	4086	03/12/2002	Human	Homo sapiens	France	genomic RNA	
HCoV-OC43/FRA_EPI/Caen/2002/04	Betacoronavirus 1	KF963201	1347	02/21/2002	Human	Homo sapiens	France	genomic RNA	
HCoV-OC43/FRA_EPI/Caen/2002/04	Betacoronavirus 1	KF963217	2783	02/21/2002	Human	Homo sapiens	France	genomic RNA	
HCoV-OC43/FRA_EPI/Caen/2002/04	Betacoronavirus 1	KF963233	4071	02/21/2002	Human	Homo sapiens	France	genomic RNA	
HCoV-OC43/FRA_EPI/Caen/2003/05	Betacoronavirus 1	KF963202	1347	01/17/2003	Human	Homo sapiens	France	genomic RNA	
HCoV-OC43/FRA_EPI/Caen/2003/05	Betacoronavirus 1	KF963218	2783	01/17/2003	Human	Homo sapiens	France	genomic RNA	
HCoV-OC43/FRA_EPI/Caen/2003/05	Betacoronavirus 1	KF963234	4092	01/17/2003	Human	Homo sapiens	France	genomic RNA	
HCoV-OC43/FRA_EPI/Caen/2004/06	Betacoronavirus 1	KF963203	1347	02/20/2004	Human	Homo sapiens	France	genomic RNA	
HCoV-OC43/FRA_EPI/Caen/2004/06	Betacoronavirus 1	KF963219	2783	02/20/2004	Human	Homo sapiens	France	genomic RNA	
HCoV-OC43/FRA_EPI/Caen/2004/06	Betacoronavirus 1	KF963235	4086	02/20/2004	Human	Homo sapiens	France	genomic RNA	
HCoV-OC43/FRA_EPI/Caen/2005/07	Betacoronavirus 1	KF963204	1347	02/07/2005	Human	Homo sapiens	France	genomic RNA	
HCoV-OC43/FRA_EPI/Caen/2005/07	Betacoronavirus 1	KF963220	2783	02/07/2005	Human	Homo sapiens	France	genomic RNA	
HCoV-OC43/FRA_EPI/Caen/2005/07	Betacoronavirus 1	KF963236	4071	02/07/2005	Human	Homo sapiens	France	genomic RNA	
HCoV-OC43/FRA_EPI/Caen/2006/08	Betacoronavirus 1	KF963205	1347	04/12/2006	Human	Homo sapiens	France	genomic RNA	
HCoV-OC43/FRA_EPI/Caen/2006/08	Betacoronavirus 1	KF963221	2783	04/12/2006	Human	Homo sapiens	France	genomic RNA	
HCoV-OC43/FRA_EPI/Caen/2006/08	Betacoronavirus 1	KF963237	4089	04/12/2006	Human	Homo sapiens	France	genomic RNA	
HCoV-OC43/FRA_EPI/Caen/2007/09	Betacoronavirus 1	KF963206	1347	06/16/2007	Human	Homo sapiens	France	genomic RNA	
HCoV-OC43/FRA_EPI/Caen/2007/09	Betacoronavirus 1	KF963222	2783	06/16/2007	Human	Homo sapiens	France	genomic RNA	
HCoV-OC43/FRA_EPI/Caen/2007/09	Betacoronavirus 1	KF963238	4089	06/16/2007	Human	Homo sapiens	France	genomic RNA	
HCoV-OC43/FRA_EPI/Caen/2008/10	Betacoronavirus 1	KF963207	1347	01/17/2008	Human	Homo sapiens	France	genomic RNA	
HCoV-OC43/FRA_EPI/Caen/2008/10	Betacoronavirus 1	KF963223	2783	01/17/2008	Human	Homo sapiens	France	genomic RNA	
HCoV-OC43/FRA_EPI/Caen/2008/10	Betacoronavirus 1	KF963239	4089	01/17/2008	Human	Homo sapiens	France	genomic RNA	
HCoV-OC43/FRA_EPI/Caen/2009/11	Betacoronavirus 1	KF963208	1347	11/02/2009	Human	Homo sapiens	France	genomic RNA	
HCoV-OC43/FRA_EPI/Caen/2009/11	Betacoronavirus 1	KF963224	2783	11/02/2009	Human	Homo sapiens	France	genomic RNA	
HCoV-OC43/FRA_EPI/Caen/2009/11	Betacoronavirus 1	KF963240	4077	11/02/2009	Human	Homo sapiens	France	genomic RNA	
HCoV-OC43/FRA_EPI/Caen/2010/12	Betacoronavirus 1	KF963209	1347	12/17/2010	Human	Homo sapiens	France	genomic RNA	
HCoV-OC43/FRA_EPI/Caen/2010/12	Betacoronavirus 1	KF963225	2783	12/17/2010	Human	Homo sapiens	France	genomic RNA	
HCoV-OC43/FRA_EPI/Caen/2010/12	Betacoronavirus 1	KF963241	4089	12/17/2010	Human	Homo sapiens	France	genomic RNA	
HCoV-OC43/FRA_EPI/Caen/2011/13	Betacoronavirus 1	KF963210	1347	11/20/2011	Human	Homo sapiens	France	genomic RNA	
HCoV-OC43/FRA_EPI/Caen/2011/13	Betacoronavirus 1	KF963226	2783	11/20/2011	Human	Homo sapiens	France	genomic RNA	
HCoV-OC43/FRA_EPI/Caen/2011/13	Betacoronavirus 1	KF963242	4077	11/20/2011	Human	Homo sapiens	France	genomic RNA	
HCoV-OC43/FRA_EPI/Caen/2012/14	Betacoronavirus 1	KF963211	1347	03/30/2012	Human	Homo sapiens	France	genomic RNA	
HCoV-OC43/FRA_EPI/Caen/2012/14	Betacoronavirus 1	KF963227	2783	03/30/2012	Human	Homo sapiens	France	genomic RNA	
HCoV-OC43/FRA_EPI/Caen/2012/14	Betacoronavirus 1	KF963243	4077	03/30/2012	Human	Homo sapiens	France	genomic RNA	
HCoV-OC43/FRA_EPI/Caen/2013/15	Betacoronavirus 1	KF963212	1347	03/18/2013	Human	Homo sapiens	France	genomic RNA	
HCoV-OC43/FRA_EPI/Caen/2013/15	Betacoronavirus 1	KF963228	2783	03/18/2013	Human	Homo sapiens	France	genomic RNA	
HCoV-OC43/FRA_EPI/Caen/2013/15	Betacoronavirus 1	KF963244	4077	03/18/2013	Human	Homo sapiens	France	genomic RNA	
HCoV-OC43/Niigata.JPN/11-286	Betacoronavirus 1	AB695068	399	02/2011	Unknown	-N/A-	Japan	genomic RNA	
HCoV-OC43/Niigata.JPN/11-286	Betacoronavirus 1	AB695078	1488	02/2011	Unknown	-N/A-	Japan	genomic RNA	
HCoV-OC43/Niigata.JPN/11-335	Betacoronavirus 1	AB695069	399	02/2011	Unknown	-N/A-	Japan	genomic RNA	
HCoV-OC43/Niigata.JPN/11-335	Betacoronavirus 1	AB695079	1488	02/2011	Unknown	-N/A-	Japan	genomic RNA	
HCoV-OC43/Niigata.JPN/11-343	Betacoronavirus 1	AB695070	399	02/2011	Unknown	-N/A-	Japan	genomic RNA	
HCoV-OC43/Niigata.JPN/11-343	Betacoronavirus 1	AB695080	1488	02/2011	Unknown	-N/A-	Japan	genomic RNA	
HCoV-OC43/Niigata.JPN/11-400	Betacoronavirus 1	AB695071	399	02/2011	Unknown	-N/A-	Japan	genomic RNA	
HCoV-OC43/Niigata.JPN/11-400	Betacoronavirus 1	AB695081	1488	02/2011	Unknown	-N/A-	Japan	genomic RNA	
HCoV-OC43/Niigata.JPN/11-564	Betacoronavirus 1	AB695072	399	03/2011	Unknown	-N/A-	Japan	genomic RNA	
HCoV-OC43/Niigata.JPN/11-564	Betacoronavirus 1	AB695082	1491	03/2011	Unknown	-N/A-	Japan	genomic RNA	
HCoV-OC43/Niigata.JPN/11-764	Betacoronavirus 1	AB695073	399	05/2011	Unknown	-N/A-	Japan	genomic RNA	
HCoV-OC43/Niigata.JPN/11-764	Betacoronavirus 1	AB695083	1491	05/2011	Unknown	-N/A-	Japan	genomic RNA	
HCoV-OC43/Niigata.JPN/11-768	Betacoronavirus 1	AB695074	399	05/2011	Unknown	-N/A-	Japan	genomic RNA	
HCoV-OC43/Niigata.JPN/11-768	Betacoronavirus 1	AB695084	1491	05/2011	Unknown	-N/A-	Japan	genomic RNA	
HCoV-OC43/Niigata.JPN/11-769	Betacoronavirus 1	AB695075	399	05/2011	Unknown	-N/A-	Japan	genomic RNA	
HCoV-OC43/Niigata.JPN/11-769	Betacoronavirus 1	AB695085	1491	05/2011	Unknown	-N/A-	Japan	genomic RNA	
HCoV-OC43/Niigata.JPN/11-833	Betacoronavirus 1	AB695076	399	06/2011	Unknown	-N/A-	Japan	genomic RNA	
HCoV-OC43/Niigata.JPN/11-833	Betacoronavirus 1	AB695086	1491	06/2011	Unknown	-N/A-	Japan	genomic RNA	
HCoV-OC43/Niigata.JPN/11-981	Betacoronavirus 1	AB695077	399	07/2011	Unknown	-N/A-	Japan	genomic RNA	
HCoV-OC43/Niigata.JPN/11-981	Betacoronavirus 1	AB695087	1491	07/2011	Unknown	-N/A-	Japan	genomic RNA	
HCoV-OC43/UK/London/2011	Betacoronavirus 1	KU131570	30746	08/20/2011	Human	Homo sapiens	United Kingdom	genomic RNA	
HCoV-OC43/USA/ACRI_0052/2016	Betacoronavirus 1	MF314143	30737	03/07/2016	Human	Homo sapiens	USA	genomic RNA	
HCoV-OC43/USA/ACRI_0213/2016	Betacoronavirus 1	MH121121	30722	12/19/2016	Human	Homo sapiens	USA	genomic RNA	
HCoV-OC43/USA/TCNP_00204/2017	Betacoronavirus 1	MF374984	30713	01/03/2017	Human	Homo sapiens	USA	genomic RNA	
HCoV-OC43/USA/TCNP_00212/2017	Betacoronavirus 1	MF374985	30705	01/17/2017	Human	Homo sapiens	USA	genomic RNA	
HCoV-OC43/USA/TCNP_0070/2016	Betacoronavirus 1	MF374983	30721	02/01/2016	Human	Homo sapiens	USA	genomic RNA	
HCoV-OC43/Yamagata.JPN/01.2011-0064	Betacoronavirus 1	LC506789	2301	01/2011	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/02.15-0022	Betacoronavirus 1	LC331068	2289	01/2015	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/02.15-0076	Betacoronavirus 1	LC331069	2289	01/2015	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/02.15-0083	Betacoronavirus 1	LC331070	2289	01/2015	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/02.2009-0058	Betacoronavirus 1	LC506755	2301	01/2009	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/02.2009-0063	Betacoronavirus 1	LC506756	2301	01/2009	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/02.2015-0077	Betacoronavirus 1	LC506845	2289	01/2015	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/03.15-0087	Betacoronavirus 1	LC331071	2289	01/2015	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/03.2009-0118	Betacoronavirus 1	LC506757	2301	01/2009	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/03.2010-0241	Betacoronavirus 1	LC506767	2289	01/2010	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/03.2014-0174	Betacoronavirus 1	LC506824	2301	01/2014	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/03.2015-0086	Betacoronavirus 1	LC506846	2289	01/2015	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/03.2015-0088	Betacoronavirus 1	LC506847	2289	01/2015	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/03.2015-0093	Betacoronavirus 1	LC506848	2289	01/2015	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/03.2015-0101	Betacoronavirus 1	LC506849	2289	01/2015	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/03.2015-0128	Betacoronavirus 1	LC506850	2289	01/2015	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/03.2015-0129	Betacoronavirus 1	LC506851	2289	01/2015	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/03.2015-0130	Betacoronavirus 1	LC506852	2289	01/2015	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/03.2015-0131	Betacoronavirus 1	LC506853	2289	01/2015	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/03.2015-0134	Betacoronavirus 1	LC506854	2289	01/2015	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/03.2015-0136	Betacoronavirus 1	LC506855	2289	01/2015	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/04.15-0214	Betacoronavirus 1	LC331072	2289	01/2015	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/04.2010-0251	Betacoronavirus 1	LC506768	2289	01/2010	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/04.2012-0168	Betacoronavirus 1	LC506801	2289	01/2012	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/04.2013-0289	Betacoronavirus 1	LC506815	2289	01/2013	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/04.2014-0225	Betacoronavirus 1	LC506825	2301	01/2014	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/04.2015-0137	Betacoronavirus 1	LC506856	2289	01/2015	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/04.2015-0140	Betacoronavirus 1	LC506857	2289	01/2015	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/04.2015-0142	Betacoronavirus 1	LC506858	2289	01/2015	Human	Homo sapiens	Japan	genomic RNA	
HCoV-OC43/Yamagata.JPN/04.2015-0144	Betacoronavirus 1	LC506859	2289	01/2015	Human	Homo sapiens	Japan	genomic RNA	
